time_step,hopper_level,belt_speed,flow_rate,olives_weight,label_jam_imminent,vibrator_intensity
5007,20.0,0.505,1.68,314.3,0,0.0
5008,20.0,0.518,1.77,309.4,0,0.0
5009,20.0,0.49,1.05,289.6,0,0.0
5010,20.0,0.515,1.93,308.1,0,0.0
5011,20.0,0.513,1.34,302.3,0,0.0
5012,20.0,0.511,1.88,314.5,0,0.0
5013,20.0,0.506,1.7,294.2,0,0.0
5014,20.0,0.5,1.32,305.6,0,0.0
5015,20.0,0.509,1.42,295.1,0,0.0
5016,20.0,0.481,1.33,297.5,0,0.0
5017,20.0,0.488,1.93,311.1,0,0.0
5018,20.0,0.484,0.92,292.6,0,0.0
5019,20.0,0.493,1.49,301.0,0,0.0
5020,20.0,0.502,1.43,314.8,0,0.0
5021,20.0,0.515,1.51,293.9,0,0.0
5022,20.0,0.501,1.54,289.8,0,0.0
5023,20.0,0.484,1.82,298.5,0,0.0
5024,20.0,0.5,1.77,313.9,0,0.0
5025,20.0,0.507,1.14,292.3,0,0.0
5026,20.0,0.507,1.12,309.6,0,0.0
5027,20.0,0.504,1.43,290.2,0,0.0
5028,20.0,0.495,1.22,306.3,0,0.0
5029,20.0,0.52,1.91,308.8,0,0.0
5030,20.0,0.49,1.23,294.9,0,0.0
5031,20.0,0.485,1.43,285.9,0,0.0
5032,20.0,0.512,1.27,296.2,0,0.0
5033,20.0,0.52,1.07,288.7,0,0.0
5034,20.0,0.485,1.74,286.9,0,0.0
5035,20.0,0.483,1.24,299.1,0,0.0
5036,20.0,0.487,1.63,307.4,0,0.0
5037,20.0,0.51,1.08,297.5,0,0.0
5038,20.0,0.503,1.77,286.6,0,0.0
5039,20.0,0.517,1.28,289.4,0,0.0
5040,20.0,0.509,1.28,300.1,0,0.0
5041,20.0,0.494,1.99,305.3,0,0.0
5042,20.0,0.48,1.71,288.5,0,0.0
5043,20.0,0.515,2.03,307.0,0,0.0
5044,20.0,0.5,1.92,313.6,0,0.0
5045,20.0,0.494,1.71,292.4,0,0.0
5046,20.0,0.488,1.46,305.9,0,0.0
5047,20.0,0.51,1.17,299.4,0,0.0
5048,20.0,0.499,2.04,314.4,0,0.0
5049,20.0,0.509,1.95,289.2,0,0.0
5050,20.0,0.49,2.03,314.6,0,0.0
5051,20.0,0.506,1.47,285.9,0,0.0
5052,20.0,0.5,1.72,307.7,0,0.0
5053,20.0,0.52,1.64,306.0,0,0.0
5054,20.0,0.514,1.15,310.1,0,0.0
5055,20.0,0.512,1.21,296.6,0,0.0
5056,20.0,0.519,1.21,299.7,0,0.0
5057,20.0,0.517,1.63,311.2,0,0.0
5058,20.0,0.495,1.67,305.7,0,0.0
5059,20.0,0.502,0.97,287.6,0,0.0
5060,20.0,0.49,1.06,286.7,0,0.0
5061,20.0,0.48,1.05,290.1,0,0.0
5062,20.0,0.499,1.41,309.4,0,0.0
5063,20.0,0.511,1.48,311.7,0,0.0
5064,20.0,0.481,1.26,296.6,0,0.0
5065,20.0,0.488,1.66,290.7,0,0.0
5066,20.0,0.498,1.45,302.1,0,0.0
5067,20.0,0.515,1.16,299.4,0,0.0
5068,20.0,0.52,1.14,288.6,0,0.0
5069,20.0,0.495,1.15,303.5,0,0.0
5070,20.0,0.51,1.49,291.6,0,0.0
5071,20.0,0.494,1.25,302.8,0,0.0
5072,20.0,0.492,1.86,299.2,0,0.0
5073,20.0,0.493,1.09,310.8,0,0.0
5074,20.0,0.501,1.68,291.2,0,0.0
5075,20.0,0.492,1.33,301.4,0,0.0
5076,20.0,0.501,1.37,297.2,0,0.0
5077,20.0,0.487,1.72,295.7,0,0.0
5078,20.0,0.488,1.3,289.8,0,0.0
5079,20.0,0.494,1.05,304.2,0,0.0
5080,20.0,0.499,1.66,314.0,0,0.0
5081,20.0,0.487,1.74,310.2,0,0.0
5082,20.0,0.503,1.52,297.9,0,0.0
5083,20.0,0.499,1.66,308.8,0,0.0
5084,20.0,0.517,1.19,296.9,0,0.0
5085,20.0,0.484,1.55,306.0,0,0.0
5086,20.0,0.504,1.97,309.0,0,0.0
5087,20.0,0.516,1.46,314.5,0,0.0
5088,20.0,0.493,1.68,309.8,0,0.0
5089,20.0,0.519,1.96,289.9,0,0.0
5090,20.0,0.504,1.3,297.6,0,0.0
5091,20.0,0.483,1.41,302.7,0,0.0
5092,20.0,0.51,1.26,300.9,0,0.0
5093,20.0,0.515,2.04,304.7,0,0.0
5094,20.0,0.505,1.07,296.0,0,0.0
5095,20.0,0.513,1.27,301.3,0,0.0
5096,20.0,0.498,1.83,293.0,0,0.0
5097,20.0,0.511,1.54,291.6,0,0.0
5098,20.0,0.516,1.62,293.0,0,0.0
5099,20.0,0.488,1.19,290.7,0,0.0
5100,20.0,0.499,1.44,309.6,0,0.0
5101,20.0,0.508,1.43,310.4,0,0.0
5102,20.0,0.508,1.78,294.7,0,0.0
5103,20.0,0.514,1.1,311.9,0,0.0
5104,20.0,0.512,1.79,303.4,0,0.0
5105,20.0,0.493,1.11,297.1,0,0.0
5106,20.0,0.504,1.41,306.8,0,0.0
5107,20.0,0.514,1.59,295.7,0,0.0
5108,20.0,0.508,1.55,308.9,0,0.0
5109,20.0,0.498,1.93,292.6,0,0.0
5110,20.0,0.506,1.17,298.0,0,0.0
5111,20.0,0.507,1.75,305.9,0,0.0
5112,20.0,0.512,1.62,312.8,0,0.0
5113,20.0,0.503,1.42,311.7,0,0.0
5114,20.0,0.502,1.71,312.5,0,0.0
5115,20.0,0.486,1.77,287.7,0,0.0
5116,20.0,0.505,1.73,307.1,0,0.0
5117,20.0,0.504,1.42,290.8,0,0.0
5118,20.0,0.519,1.73,288.7,0,0.0
5119,20.0,0.483,1.44,304.5,0,0.0
5120,20.0,0.515,1.07,298.6,0,0.0
5121,20.0,0.489,1.98,312.5,0,0.0
5122,20.0,0.515,1.87,305.0,0,0.0
5123,20.0,0.485,1.62,289.0,0,0.0
5124,20.0,0.513,1.42,313.9,0,0.0
5125,20.0,0.498,1.58,294.1,0,0.0
5126,20.0,0.518,1.63,289.4,0,0.0
5127,20.0,0.518,1.15,286.8,0,0.0
5128,20.0,0.487,1.45,289.5,0,0.0
5129,20.0,0.507,1.99,309.4,0,0.0
5130,20.0,0.515,1.66,302.1,0,0.0
5131,20.0,0.503,1.59,296.6,0,0.0
5132,20.0,0.493,1.56,297.1,0,0.0
5133,20.0,0.483,1.25,297.3,0,0.0
5134,20.0,0.517,1.48,313.2,0,0.0
5135,20.0,0.509,1.99,297.8,0,0.0
5136,20.0,0.494,1.31,308.3,0,0.0
5137,20.0,0.507,2.0,303.4,0,0.0
5138,20.0,0.496,1.3,299.5,0,0.0
5139,20.0,0.481,1.71,291.0,0,0.0
5140,20.0,0.495,1.84,294.2,0,0.0
5141,20.0,0.484,1.51,306.1,0,0.0
5142,20.0,0.497,1.77,285.8,0,0.0
5143,20.0,0.483,1.29,291.9,0,0.0
5144,20.0,0.496,1.62,314.2,0,0.0
5145,20.0,0.482,1.54,313.5,0,0.0
5146,20.0,0.518,1.27,312.4,0,0.0
5147,20.0,0.516,1.18,309.7,0,0.0
5148,20.0,0.486,1.62,299.2,0,0.0
5149,20.0,0.504,1.42,292.0,0,0.0
5150,20.0,0.496,1.49,303.1,0,0.0
5151,20.0,0.484,1.95,309.9,0,0.0
5152,20.0,0.496,1.75,306.3,0,0.0
5153,20.0,0.501,1.21,288.7,0,0.0
5154,20.0,0.512,1.24,308.0,0,0.0
5155,20.0,0.495,1.57,285.7,0,0.0
5156,20.0,0.492,1.92,301.7,0,0.0
5157,20.0,0.487,1.9,309.4,0,0.0
5158,20.0,0.515,1.67,300.5,0,0.0
5159,20.0,0.515,1.25,307.0,0,0.0
5160,20.0,0.498,1.26,288.1,0,0.0
5161,20.0,0.492,1.56,292.6,0,0.0
5162,20.0,0.486,1.79,291.9,0,0.0
5163,20.0,0.501,1.16,286.6,0,0.0
5164,20.0,0.51,1.13,314.3,0,0.0
5165,20.0,0.495,2.02,314.4,0,0.0
5166,20.0,0.492,1.24,285.1,0,0.0
5167,20.0,0.489,1.64,302.9,0,0.0
5168,20.0,0.507,1.75,302.9,0,0.0
5169,20.0,0.51,1.43,305.8,0,0.0
5170,20.0,0.517,1.89,310.9,0,0.0
5171,20.0,0.498,1.06,299.6,0,0.0
5172,20.0,0.482,1.81,303.9,0,0.0
5173,20.0,0.493,1.82,309.2,0,0.0
5174,20.0,0.497,1.87,302.1,0,0.0
5175,20.0,0.507,1.33,305.1,0,0.0
5176,20.0,0.509,1.54,314.9,0,0.0
5177,20.0,0.5,1.04,298.1,0,0.0
5178,20.0,0.486,1.72,310.0,0,0.0
5179,20.0,0.492,1.8,313.1,0,0.0
5180,20.0,0.518,1.56,309.0,0,0.0
5181,20.0,0.489,1.77,300.4,0,0.0
5182,20.0,0.513,1.47,286.1,0,0.0
5183,20.0,0.499,1.87,313.5,0,0.0
5184,20.0,0.502,1.17,301.4,0,0.0
5185,20.0,0.516,1.87,311.4,0,0.0
5186,20.0,0.517,1.52,291.2,0,0.0
5187,20.0,0.492,1.04,306.3,0,0.0
5188,20.0,0.506,1.2,289.8,0,0.0
5189,20.0,0.499,1.24,313.5,0,0.0
5190,20.0,0.51,1.29,285.0,0,0.0
5191,20.0,0.482,1.43,285.2,0,0.0
5192,20.0,0.509,1.96,298.5,0,0.0
5193,20.0,0.49,1.95,303.6,0,0.0
5194,20.0,0.504,1.68,289.2,0,0.0
5195,20.0,0.514,1.19,299.2,0,0.0
5196,20.0,0.506,1.52,304.4,0,0.0
5197,20.0,0.519,1.6,311.4,0,0.0
5198,20.0,0.514,1.08,297.8,0,0.0
5199,20.0,0.484,1.19,294.9,0,0.0
5200,20.0,0.514,1.71,296.5,0,0.0
5201,20.0,0.502,1.26,286.8,0,0.0
5202,20.0,0.495,1.9,298.0,0,0.0
5203,20.0,0.483,1.29,287.6,0,0.0
5204,20.0,0.517,1.3,296.1,0,0.0
5205,20.0,0.495,1.33,301.6,0,0.0
5206,20.0,0.5,1.23,302.0,0,0.0
5207,20.0,0.497,1.83,312.3,0,0.0
5208,20.0,0.49,1.54,287.0,0,0.0
5209,20.0,0.507,1.42,292.8,0,0.0
5210,20.0,0.499,1.94,296.4,0,0.0
5211,20.0,0.486,1.05,298.1,0,0.0
5212,20.0,0.505,1.96,314.7,0,0.0
5213,20.0,0.481,1.93,313.0,0,0.0
5214,20.0,0.505,1.6,290.8,0,0.0
5215,20.0,0.51,1.39,293.6,0,0.0
5216,20.0,0.502,1.13,298.9,0,0.0
5217,20.0,0.506,1.74,312.4,0,0.0
5218,20.0,0.511,1.87,308.1,0,0.0
5219,20.0,0.496,1.17,313.0,0,0.0
5220,20.0,0.505,1.16,302.4,0,0.0
5221,20.0,0.494,1.59,298.5,0,0.0
5222,20.0,0.485,1.91,299.3,0,0.0
5223,20.0,0.507,1.59,305.8,0,0.0
5224,20.0,0.494,1.58,311.2,0,0.0
5225,20.0,0.493,1.43,297.5,0,0.0
5226,20.0,0.488,1.23,307.0,0,0.0
5227,20.0,0.506,1.47,293.7,0,0.0
5228,20.0,0.499,1.78,293.1,0,0.0
5229,20.0,0.491,1.31,290.1,0,0.0
5230,20.0,0.516,1.44,301.3,0,0.0
5231,20.0,0.488,1.64,288.0,0,0.0
5232,20.0,0.519,1.27,288.5,0,0.0
5233,20.0,0.509,1.08,308.5,0,0.0
5234,20.0,0.514,1.72,310.5,0,0.0
5235,20.0,0.494,1.16,306.3,0,0.0
5236,20.0,0.503,1.32,290.6,0,0.0
5237,20.0,0.482,0.95,297.9,0,0.0
5238,20.0,0.508,1.62,289.7,0,0.0
5239,20.0,0.499,0.96,291.6,0,0.0
5240,20.0,0.482,1.87,304.5,0,0.0
5241,20.0,0.502,1.61,305.6,0,0.0
5242,20.0,0.499,1.56,311.0,0,0.0
5243,20.0,0.506,1.69,289.3,0,0.0
5244,20.0,0.493,1.72,301.3,0,0.0
5245,20.0,0.502,1.44,308.2,0,0.0
5246,20.0,0.481,1.94,309.5,0,0.0
5247,20.0,0.494,1.62,299.8,0,0.0
5248,20.0,0.489,1.62,288.6,0,0.0
5249,20.0,0.495,1.58,298.9,0,0.0
5250,20.0,0.504,1.85,304.0,0,0.0
5251,20.0,0.5,1.3,295.5,0,0.0
5252,20.0,0.499,1.62,287.3,0,0.0
5253,20.0,0.482,1.78,306.5,0,0.0
5254,20.0,0.49,1.78,311.7,0,0.0
5255,20.0,0.512,1.63,285.3,0,0.0
5256,20.0,0.483,1.77,297.6,0,0.0
5257,20.0,0.519,2.07,314.0,0,0.0
5258,20.0,0.509,1.23,289.8,0,0.0
5259,20.0,0.506,1.03,292.5,0,0.0
5260,20.0,0.518,1.05,293.0,0,0.0
5261,20.0,0.507,1.94,296.7,0,0.0
5262,20.0,0.516,1.08,294.2,0,0.0
5263,20.0,0.491,1.41,293.4,0,0.0
5264,20.0,0.507,1.37,297.4,0,0.0
5265,20.0,0.485,1.71,287.8,0,0.0
5266,20.0,0.511,1.36,310.9,0,0.0
5267,20.0,0.491,1.15,296.3,0,0.0
5268,20.0,0.487,1.77,291.8,0,0.0
5269,20.0,0.489,1.74,288.3,0,0.0
5270,20.0,0.505,1.46,299.2,0,0.0
5271,20.0,0.51,1.09,303.8,0,0.0
5272,20.0,0.513,1.76,288.3,0,0.0
5273,20.0,0.491,1.55,312.9,0,0.0
5274,20.0,0.507,1.67,289.2,0,0.0
5275,20.0,0.503,1.4,315.0,0,0.0
5276,20.0,0.485,1.23,294.8,0,0.0
5277,20.0,0.487,1.32,310.5,0,0.0
5278,20.0,0.514,1.07,299.1,0,0.0
5279,20.0,0.519,1.21,295.3,0,0.0
5280,20.0,0.506,1.69,296.0,0,0.0
5281,20.0,0.487,1.85,290.0,0,0.0
5282,20.0,0.51,1.52,295.9,0,0.0
5283,20.0,0.49,1.96,305.3,0,0.0
5284,20.0,0.489,0.97,288.1,0,0.0
5285,20.0,0.502,1.25,312.4,0,0.0
5286,20.0,0.508,1.07,297.6,0,0.0
5287,20.0,0.498,1.88,285.2,0,0.0
5288,20.0,0.491,1.34,305.9,0,0.0
5289,20.0,0.505,1.26,291.8,0,0.0
5290,20.0,0.509,1.35,298.7,0,0.0
5291,20.0,0.487,1.33,311.4,0,0.0
5292,20.0,0.485,1.63,286.7,0,0.0
5293,20.0,0.509,1.45,285.8,0,0.0
5294,20.0,0.5,1.01,299.9,0,0.0
5295,20.0,0.496,1.52,303.1,0,0.0
5296,20.0,0.495,1.72,287.3,0,0.0
5297,20.0,0.482,1.09,301.3,0,0.0
5298,20.0,0.515,1.65,300.9,0,0.0
5299,20.0,0.507,1.89,287.4,0,0.0
5300,20.0,0.517,1.66,308.1,0,0.0
5301,20.0,0.489,1.79,294.6,0,0.0
5302,20.0,0.509,1.99,300.7,0,0.0
5303,20.0,0.518,1.46,286.2,0,0.0
5304,20.0,0.509,1.88,297.2,0,0.0
5305,20.0,0.495,1.78,301.6,0,0.0
5306,20.0,0.509,1.6,292.7,0,0.0
5307,20.0,0.508,1.1,293.9,0,0.0
5308,20.0,0.498,1.12,305.2,0,0.0
5309,20.0,0.497,1.4,300.6,0,0.0
5310,20.0,0.508,1.41,289.4,0,0.0
5311,20.0,0.507,1.78,312.5,0,0.0
5312,20.0,0.515,1.55,314.5,0,0.0
5313,20.0,0.511,1.41,288.5,0,0.0
5314,20.0,0.482,1.14,296.8,0,0.0
5315,20.0,0.488,1.7,288.3,0,0.0
5316,20.0,0.513,1.74,300.9,0,0.0
5317,20.0,0.512,1.37,293.7,0,0.0
5318,20.0,0.504,1.5,286.8,0,0.0
5319,20.0,0.485,1.74,309.1,0,0.0
5320,20.0,0.497,1.61,292.7,0,0.0
5321,20.0,0.514,1.93,313.6,0,0.0
5322,20.0,0.505,1.55,287.8,0,0.0
5323,20.0,0.493,1.7,293.7,0,0.0
5324,20.0,0.511,1.27,289.8,0,0.0
5325,20.0,0.501,1.39,285.4,0,0.0
5326,20.0,0.496,1.34,308.7,0,0.0
5327,20.0,0.499,1.58,285.0,0,0.0
5328,20.0,0.494,1.23,309.6,0,0.0
5329,20.0,0.491,1.8,309.3,0,0.0
5330,20.0,0.503,1.58,311.4,0,0.0
5331,20.0,0.488,1.69,313.9,0,0.0
5332,20.0,0.482,1.53,310.8,0,0.0
5333,20.0,0.502,1.96,306.4,0,0.0
5334,20.0,0.486,1.84,292.8,0,0.0
5335,20.0,0.5,1.03,291.2,0,0.0
5336,20.0,0.496,1.37,302.6,0,0.0
5337,20.0,0.495,1.86,287.7,0,0.0
5338,20.0,0.491,2.01,312.1,0,0.0
5339,20.0,0.487,1.87,290.7,0,0.0
5340,20.0,0.497,1.54,308.0,0,0.0
5341,20.0,0.503,1.69,292.3,0,0.0
5342,20.0,0.515,1.19,306.4,0,0.0
5343,20.0,0.504,1.47,308.1,0,0.0
5344,20.0,0.493,1.3,310.5,0,0.0
5345,20.0,0.488,1.38,299.5,0,0.0
5346,20.0,0.487,1.5,289.7,0,0.0
5347,20.0,0.501,0.95,288.2,0,0.0
5348,20.0,0.515,1.37,310.0,0,0.0
5349,20.0,0.518,2.03,305.8,0,0.0
5350,20.0,0.498,1.71,308.6,0,0.0
5351,20.0,0.508,1.02,285.5,0,0.0
5352,20.0,0.486,1.68,289.8,0,0.0
5353,20.0,0.517,1.63,296.6,0,0.0
5354,20.0,0.483,1.04,294.0,0,0.0
5355,20.0,0.481,1.73,300.1,0,0.0
5356,20.0,0.481,1.61,287.9,0,0.0
5357,20.0,0.495,1.06,288.4,0,0.0
5358,20.0,0.514,1.42,309.2,0,0.0
5359,20.0,0.493,1.74,298.2,0,0.0
5360,20.0,0.504,1.77,314.3,0,0.0
5361,20.0,0.514,1.9,298.6,0,0.0
5362,20.0,0.514,1.33,288.5,0,0.0
5363,20.0,0.496,1.87,290.0,0,0.0
5364,20.0,0.517,2.0,308.0,0,0.0
5365,20.0,0.503,1.09,296.8,0,0.0
5366,20.0,0.503,1.49,313.7,0,0.0
5367,20.0,0.513,1.75,307.1,0,0.0
5368,20.0,0.493,1.54,295.8,0,0.0
5369,20.0,0.488,1.93,308.4,0,0.0
5370,20.0,0.497,1.53,299.8,0,0.0
5371,20.0,0.504,1.4,310.8,0,0.0
5372,20.0,0.497,1.5,310.6,0,0.0
5373,20.0,0.494,1.06,286.1,0,0.0
5374,20.0,0.489,1.1,311.4,0,0.0
5375,20.0,0.486,1.46,299.6,0,0.0
5376,20.0,0.485,1.0,285.6,0,0.0
5377,20.0,0.49,1.22,305.0,0,0.0
5378,20.0,0.495,1.4,295.8,0,0.0
5379,20.0,0.487,1.15,302.0,0,0.0
5380,20.0,0.515,2.03,310.1,0,0.0
5381,20.0,0.51,1.87,310.8,0,0.0
5382,20.0,0.487,1.86,298.0,0,0.0
5383,20.0,0.497,1.76,314.3,0,0.0
5384,20.0,0.499,2.06,313.9,0,0.0
5385,20.0,0.483,1.33,296.1,0,0.0
5386,20.0,0.481,1.78,302.2,0,0.0
5387,20.0,0.491,0.98,294.9,0,0.0
5388,20.0,0.485,1.17,312.8,0,0.0
5389,20.0,0.488,1.74,307.8,0,0.0
5390,20.0,0.489,1.94,309.4,0,0.0
5391,20.0,0.489,1.75,306.7,0,0.0
5392,20.0,0.496,1.57,299.7,0,0.0
5393,20.0,0.488,1.6,301.4,0,0.0
5394,20.0,0.499,1.73,306.0,0,0.0
5395,20.0,0.503,1.5,287.4,0,0.0
5396,20.0,0.516,1.52,290.7,0,0.0
5397,20.0,0.488,0.92,287.0,0,0.0
5398,20.0,0.52,1.14,295.6,0,0.0
5399,20.0,0.513,1.8,300.4,0,0.0
5400,20.0,0.517,1.96,300.4,0,0.0
5401,20.0,0.486,1.62,295.5,0,0.0
5402,20.0,0.509,1.76,289.8,0,0.0
5403,20.0,0.501,1.88,302.5,0,0.0
5404,20.0,0.481,1.86,312.4,0,0.0
5405,20.0,0.498,1.59,298.9,0,0.0
5406,20.0,0.491,1.54,301.2,0,0.0
5407,20.0,0.494,1.23,301.9,0,0.0
5408,20.0,0.481,0.92,290.8,0,0.0
5409,20.0,0.514,2.03,301.8,0,0.0
5410,20.0,0.48,1.21,298.3,0,0.0
5411,20.0,0.499,1.21,292.3,0,0.0
5412,20.0,0.487,1.74,295.8,0,0.0
5413,20.0,0.483,1.75,293.5,0,0.0
5414,20.0,0.513,1.81,300.1,0,0.0
5415,20.0,0.482,1.15,307.3,0,0.0
5416,20.0,0.509,1.78,310.1,0,0.0
5417,20.0,0.499,1.73,292.1,0,0.0
5418,20.0,0.482,0.96,297.6,0,0.0
5419,20.0,0.519,2.08,306.2,0,0.0
5420,20.0,0.497,1.21,314.7,0,0.0
5421,20.0,0.484,1.16,285.5,0,0.0
5422,20.0,0.512,1.93,308.2,0,0.0
5423,20.0,0.505,1.37,299.2,0,0.0
5424,20.0,0.485,1.09,304.3,0,0.0
5425,20.0,0.502,1.07,298.3,0,0.0
5426,20.0,0.507,1.86,288.9,0,0.0
5427,20.0,0.484,1.84,312.0,0,0.0
5428,20.0,0.486,1.08,292.8,0,0.0
5429,20.0,0.499,1.77,298.9,0,0.0
5430,20.0,0.518,1.9,291.1,0,0.0
5431,20.0,0.486,1.57,312.0,0,0.0
5432,20.0,0.516,1.29,288.0,0,0.0
5433,20.0,0.519,1.63,305.4,0,0.0
5434,20.0,0.496,1.89,307.6,0,0.0
5435,20.0,0.48,0.96,297.4,0,0.0
5436,20.0,0.498,1.4,293.3,0,0.0
5437,20.0,0.501,1.84,308.7,0,0.0
5438,20.0,0.494,1.34,286.1,0,0.0
5439,20.0,0.481,1.02,295.5,0,0.0
5440,20.0,0.496,1.41,300.2,0,0.0
5441,20.0,0.492,1.24,311.8,0,0.0
5442,20.0,0.504,1.72,314.3,0,0.0
5443,20.0,0.483,1.07,288.5,0,0.0
5444,20.0,0.503,1.23,296.1,0,0.0
5445,20.0,0.497,1.0,293.0,0,0.0
5446,20.0,0.501,1.22,313.6,0,0.0
5447,20.0,0.5,1.26,303.6,0,0.0
5448,20.0,0.495,1.23,295.3,0,0.0
5449,20.0,0.515,1.51,291.0,0,0.0
5450,20.0,0.501,1.51,313.4,0,0.0
5451,20.0,0.516,1.74,302.0,0,0.0
5452,20.0,0.492,1.96,314.7,0,0.0
5453,20.0,0.492,0.98,287.1,0,0.0
5454,20.0,0.519,1.59,307.6,0,0.0
5455,20.0,0.515,1.95,306.1,0,0.0
5456,20.0,0.505,2.0,299.4,0,0.0
5457,20.0,0.487,1.16,287.7,0,0.0
5458,20.0,0.493,1.0,295.2,0,0.0
5459,20.0,0.504,1.81,313.9,0,0.0
5460,20.0,0.494,1.4,296.4,0,0.0
5461,20.0,0.497,1.03,290.8,0,0.0
5462,20.0,0.514,1.99,305.9,0,0.0
5463,20.0,0.486,1.59,303.3,0,0.0
5464,20.0,0.505,1.32,291.4,0,0.0
5465,20.0,0.502,1.47,304.8,0,0.0
5466,20.0,0.483,1.9,297.4,0,0.0
5467,20.0,0.49,1.19,311.0,0,0.0
5468,20.0,0.486,1.6,299.3,0,0.0
5469,20.0,0.496,1.07,302.7,0,0.0
5470,20.0,0.505,1.95,296.6,0,0.0
5471,20.0,0.515,1.36,306.3,0,0.0
5472,20.0,0.481,1.22,289.1,0,0.0
5473,20.0,0.52,1.76,305.2,0,0.0
5474,20.0,0.492,1.77,301.2,0,0.0
5475,20.0,0.497,1.82,286.8,0,0.0
5476,20.0,0.484,1.02,307.8,0,0.0
5477,20.0,0.505,1.29,303.8,0,0.0
5478,20.0,0.487,1.49,314.6,0,0.0
5479,20.0,0.511,1.11,301.8,0,0.0
5480,20.0,0.505,1.32,293.0,0,0.0
5481,20.0,0.516,1.86,307.2,0,0.0
5482,20.0,0.483,1.19,289.7,0,0.0
5483,20.0,0.52,1.36,299.5,0,0.0
5484,20.0,0.519,1.54,313.5,0,0.0
5485,20.0,0.481,1.44,313.4,0,0.0
5486,20.0,0.486,1.07,290.3,0,0.0
5487,20.0,0.5,1.4,296.2,0,0.0
5488,20.0,0.48,0.99,291.6,0,0.0
5489,20.0,0.5,1.03,288.3,0,0.0
5490,20.0,0.517,2.02,304.7,0,0.0
5491,20.0,0.512,1.15,292.8,0,0.0
5492,20.0,0.499,1.44,285.3,0,0.0
5493,20.0,0.503,1.08,300.5,0,0.0
5494,20.0,0.5,1.33,306.9,0,0.0
5495,20.0,0.496,1.53,297.7,0,0.0
5496,20.0,0.492,2.03,314.1,0,0.0
5497,20.0,0.502,1.09,310.0,0,0.0
5498,20.0,0.481,1.71,296.1,0,0.0
5499,20.0,0.484,1.64,312.1,0,0.0
5500,20.0,0.518,1.2,311.2,0,0.0
5501,20.0,0.498,1.42,298.5,0,0.0
5502,20.0,0.515,1.92,307.8,0,0.0
5503,20.0,0.508,1.72,297.5,0,0.0
5504,20.0,0.511,1.56,299.9,0,0.0
5505,20.0,0.502,1.73,287.8,0,0.0
5506,20.0,0.498,1.71,301.5,0,0.0
5507,20.0,0.491,1.25,295.7,0,0.0
5508,20.0,0.518,1.19,304.8,0,0.0
5509,20.0,0.502,1.6,308.8,0,0.0
5510,20.0,0.517,1.21,310.6,0,0.0
5511,20.0,0.495,1.74,308.9,0,0.0
5512,20.0,0.482,1.86,292.7,0,0.0
5513,20.0,0.493,1.66,309.1,0,0.0
5514,20.0,0.519,1.33,286.0,0,0.0
5515,20.0,0.513,1.22,295.9,0,0.0
5516,20.0,0.509,1.6,301.2,0,0.0
5517,20.0,0.494,1.47,291.4,0,0.0
5518,20.0,0.509,1.26,300.7,0,0.0
5519,20.0,0.502,1.57,300.9,0,0.0
5520,20.0,0.506,1.84,305.2,0,0.0
5521,20.0,0.504,1.29,303.8,0,0.0
5522,20.0,0.487,1.36,289.7,0,0.0
5523,20.0,0.513,1.93,294.3,0,0.0
5524,20.0,0.513,1.61,298.2,0,0.0
5525,20.0,0.511,1.89,289.4,0,0.0
5526,20.0,0.511,1.15,285.8,0,0.0
5527,20.0,0.486,1.08,286.0,0,0.0
5528,20.0,0.481,1.34,300.8,0,0.0
5529,20.0,0.505,1.99,307.2,0,0.0
5530,20.0,0.499,1.21,314.3,0,0.0
5531,20.0,0.493,1.07,307.7,0,0.0
5532,20.0,0.499,1.62,296.1,0,0.0
5533,20.0,0.516,1.35,313.0,0,0.0
5534,20.0,0.517,1.25,311.1,0,0.0
5535,20.0,0.493,1.57,299.6,0,0.0
5536,20.0,0.485,1.63,310.1,0,0.0
5537,20.0,0.487,1.32,313.0,0,0.0
5538,20.0,0.51,1.59,307.6,0,0.0
5539,20.0,0.508,1.75,304.5,0,0.0
5540,20.0,0.48,1.77,312.3,0,0.0
5541,20.0,0.51,1.44,290.6,0,0.0
5542,20.0,0.508,1.22,303.9,0,0.0
5543,20.0,0.505,1.51,312.3,0,0.0
5544,20.0,0.508,1.09,300.2,0,0.0
5545,20.0,0.482,1.15,291.6,0,0.0
5546,20.0,0.516,1.41,301.6,0,0.0
5547,20.0,0.518,1.63,294.5,0,0.0
5548,20.0,0.494,1.87,288.6,0,0.0
5549,20.0,0.494,1.86,289.3,0,0.0
5550,20.0,0.501,1.96,307.6,0,0.0
5551,20.0,0.52,1.47,301.0,0,0.0
5552,20.0,0.483,1.83,298.7,0,0.0
5553,20.0,0.489,1.43,293.3,0,0.0
5554,20.0,0.503,1.24,298.2,0,0.0
5555,20.0,0.488,1.71,291.6,0,0.0
5556,20.0,0.49,1.86,294.3,0,0.0
5557,20.0,0.489,1.06,287.5,0,0.0
5558,20.0,0.494,1.54,302.6,0,0.0
5559,20.0,0.517,1.05,287.0,0,0.0
5560,20.0,0.512,1.94,311.1,0,0.0
5561,20.0,0.512,1.72,288.1,0,0.0
5562,20.0,0.482,1.97,313.1,0,0.0
5563,20.0,0.496,1.29,290.6,0,0.0
5564,20.0,0.506,1.33,309.8,0,0.0
